,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
70,Construction,416883328410.43872,2300,Construction,-0.24223,0.19483,0.10212,0.28557,0.19483,0.21398,non-corporate,0.36498,2024
71,Educational services,223504007264.40912,6100,Educational services,-0.22546,0.20657,0.11462,0.29522,0.20657,0.22492,non-corporate,0.46254,2024
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.26033,0.17818,0.08455,0.27516,0.17818,0.19859,non-corporate,0.60935,2024
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.18674,0.23009,0.14155,0.31749,0.23009,0.24850,non-corporate,0.24173,2024
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.22090,0.20562,0.11466,0.29784,0.20562,0.22496,non-corporate,0.51863,2024
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.16631,0.24193,0.15495,0.32924,0.24193,0.26022,non-corporate,0.25990,2024
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.25718,0.18195,0.08825,0.27698,0.18195,0.20183,non-corporate,0.60013,2024
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.23882,0.19706,0.10426,0.28753,0.19706,0.21584,non-corporate,0.49879,2024
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.23683,0.19684,0.10436,0.28867,0.19684,0.21594,non-corporate,0.52414,2024
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.23577,0.19738,0.10510,0.28928,0.19738,0.21658,non-corporate,0.49247,2024
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.34743,0.14094,0.03863,0.22507,0.14094,0.15839,non-corporate,0.62188,2024
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.48999,0.06552,-0.04922,0.14308,0.06552,0.08149,non-corporate,0.80062,2024
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.40570,0.09506,-0.01079,0.19156,0.09506,0.11513,non-corporate,0.80169,2024
83,Information and data processing services,9622690880.85332,5140,Information,-0.33789,0.13994,0.03908,0.23056,0.13994,0.15879,non-corporate,0.76380,2024
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.20498,0.21746,0.12752,0.30699,0.21746,0.23621,non-corporate,0.42799,2024
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21366,0.20554,0.11585,0.30200,0.20554,0.22600,non-corporate,0.45190,2024
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20409,0.21104,0.12208,0.30750,0.21104,0.23145,non-corporate,0.48317,2024
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.16056,0.23727,0.15188,0.33254,0.23727,0.25753,non-corporate,0.33194,2024
88,Wood products,13100141973.28175,3210,Manufacturing,-0.20121,0.21452,0.12563,0.30916,0.21452,0.23455,non-corporate,0.41720,2024
89,Paper products,18990987477.15243,3220,Manufacturing,-0.26322,0.17615,0.08238,0.27350,0.17615,0.19669,non-corporate,0.58430,2024
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.26857,0.17318,0.07891,0.27042,0.17318,0.19365,non-corporate,0.62349,2024
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.22215,0.20404,0.11326,0.29712,0.20404,0.22373,non-corporate,0.38495,2024
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.32515,0.14576,0.04607,0.23788,0.14576,0.16490,non-corporate,0.63836,2024
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.23961,0.18995,0.09815,0.28708,0.18995,0.21050,non-corporate,0.52348,2024
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.22723,0.20041,0.10926,0.29420,0.20041,0.22023,non-corporate,0.43390,2024
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.22248,0.19895,0.10870,0.29693,0.19895,0.21974,non-corporate,0.49880,2024
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.23787,0.19003,0.09850,0.28808,0.19003,0.21080,non-corporate,0.53317,2024
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23064,0.19647,0.10527,0.29224,0.19647,0.21673,non-corporate,0.48735,2024
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27606,0.17788,0.08190,0.26611,0.17788,0.19628,non-corporate,0.63321,2024
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.20550,0.21231,0.12303,0.30669,0.21231,0.23228,non-corporate,0.41955,2024
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.24322,0.19067,0.09824,0.28500,0.19067,0.21058,non-corporate,0.54850,2024
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.18967,0.22127,0.13339,0.31580,0.22127,0.24135,non-corporate,0.38531,2024
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.20592,0.21062,0.12147,0.30645,0.21062,0.23091,non-corporate,0.45442,2024
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.23508,0.19575,0.10392,0.28968,0.19575,0.21555,non-corporate,0.49202,2024
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.44453,0.06606,-0.04215,0.16923,0.06606,0.08768,non-corporate,0.89550,2024
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.31585,0.14727,0.04896,0.24323,0.14727,0.16744,non-corporate,0.60504,2024
106,Support activities for mining,25044165259.49403,2130,Mining,-0.38913,0.09891,-0.00479,0.20109,0.09891,0.12038,non-corporate,0.83164,2024
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.25992,0.18488,0.09032,0.27540,0.18488,0.20365,non-corporate,0.51894,2024
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.23835,0.19293,0.10083,0.28780,0.19293,0.21284,non-corporate,0.57165,2024
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.34264,0.13734,0.03605,0.22782,0.13734,0.15614,non-corporate,0.72242,2024
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.32972,0.14600,0.04566,0.23526,0.14600,0.16455,non-corporate,0.68669,2024
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.18463,0.23627,0.14733,0.31870,0.23627,0.25355,non-corporate,0.09818,2024
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.38736,0.09876,-0.00462,0.20210,0.09876,0.12054,non-corporate,0.84918,2024
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.14539,0.24760,0.16331,0.34126,0.24760,0.26754,non-corporate,0.23705,2024
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.37811,0.10685,0.00381,0.20742,0.10685,0.12791,non-corporate,0.79877,2024
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.45959,0.06076,-0.04920,0.16056,0.06076,0.08150,non-corporate,0.86521,2024
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.37527,0.10838,0.00558,0.20906,0.10838,0.12946,non-corporate,0.80039,2024
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.34128,0.12732,0.02753,0.22861,0.12732,0.14868,non-corporate,0.76922,2024
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.27370,0.17101,0.07613,0.26747,0.17101,0.19122,non-corporate,0.63270,2024
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.45498,0.06052,-0.04864,0.16321,0.06052,0.08199,non-corporate,0.89954,2024
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.35546,0.12238,0.02091,0.22045,0.12238,0.14288,non-corporate,0.73238,2024
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.21023,0.21252,0.12230,0.30398,0.21252,0.23164,non-corporate,0.45126,2024
122,Utilities,110848021471.32501,2200,Utilities,-0.43199,0.07640,-0.03125,0.17644,0.07640,0.09722,non-corporate,0.84832,2024
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.13858,0.24927,0.16591,0.34518,0.24927,0.26982,non-corporate,0.21551,2024
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.11610,0.25941,0.18692,0.22552,0.44681,0.40401,corporate,0.29663,2024
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.25276,0.17296,0.09095,0.13068,0.38224,0.33366,corporate,0.67629,2024
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.19144,0.20795,0.13100,0.17323,0.40838,0.36302,corporate,0.43464,2024
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.29007,0.15922,0.07371,0.10479,0.37198,0.32103,corporate,0.62672,2024
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.18452,0.21195,0.13501,0.17804,0.41136,0.36596,corporate,0.57582,2024
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.17371,0.22459,0.14744,0.18554,0.42081,0.37507,corporate,0.49413,2024
132,Information,1889701924722.87842,,Information,-0.36030,0.11833,0.02756,0.05606,0.34143,0.28720,corporate,0.78949,2024
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.13071,0.25135,0.17755,0.21538,0.44080,0.39714,corporate,0.39582,2024
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.19178,0.20966,0.13211,0.17300,0.40965,0.36384,corporate,0.54214,2024
135,Mining,1516828156663.24072,,Mining,-0.38017,0.09126,0.00076,0.04227,0.32121,0.26756,corporate,0.85659,2024
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.18753,0.21921,0.14069,0.17595,0.41678,0.37013,corporate,0.47431,2024
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.26144,0.17436,0.09096,0.12466,0.38328,0.33367,corporate,0.69231,2024
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.12830,0.26076,0.18665,0.21705,0.44783,0.40382,corporate,0.16005,2024
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.34961,0.11282,0.02399,0.06348,0.33732,0.28458,corporate,0.79719,2024
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.18438,0.22859,0.14049,0.31884,0.22859,0.24757,non-corporate,0.34801,2024
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.31562,0.14758,0.04918,0.24337,0.14758,0.16763,non-corporate,0.69745,2024
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.23715,0.19621,0.10412,0.28849,0.19621,0.21573,non-corporate,0.35063,2024
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.35485,0.12939,0.02724,0.22080,0.12939,0.14842,non-corporate,0.65256,2024
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.20414,0.21755,0.12782,0.30748,0.21755,0.23647,non-corporate,0.35360,2024
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.24275,0.19361,0.10064,0.28527,0.19361,0.21268,non-corporate,0.52359,2024
151,Information,167179370661.11032,,Information,-0.41334,0.09523,-0.01173,0.18716,0.09523,0.11431,non-corporate,0.78798,2024
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.20498,0.21746,0.12752,0.30699,0.21746,0.23621,non-corporate,0.42799,2024
153,Manufacturing,649562708068.65234,,Manufacturing,-0.25184,0.18579,0.09259,0.28005,0.18579,0.20563,non-corporate,0.52924,2024
154,Mining,317661770013.00690,,Mining,-0.42144,0.08044,-0.02597,0.18251,0.08044,0.10184,non-corporate,0.85156,2024
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.25992,0.18488,0.09032,0.27540,0.18488,0.20365,non-corporate,0.51894,2024
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.33223,0.14303,0.04264,0.23381,0.14303,0.16190,non-corporate,0.70637,2024
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.18777,0.23415,0.14500,0.31689,0.23415,0.25151,non-corporate,0.11175,2024
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.38762,0.10218,-0.00176,0.20196,0.10218,0.12303,non-corporate,0.79351,2024
162,Overall,20307631130712.19531,,Overall,-0.21761,0.19616,0.11654,0.15508,0.39957,0.35242,corporate,0.53910,2024
163,Overall,17036588869287.80469,,Overall,-0.21064,0.21714,0.12649,0.30374,0.21714,0.23531,non-corporate,0.25499,2024
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.09130,0.27632,0.20544,0.24316,0.45955,0.41775,corporate,0.20720,2025
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.13591,0.24397,0.17028,0.21223,0.43539,0.39199,corporate,0.41496,2025
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.19874,0.20327,0.12532,0.16865,0.40499,0.35904,corporate,0.66945,2025
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.24758,0.17932,0.09696,0.13478,0.38711,0.33826,corporate,0.61293,2025
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.16733,0.22273,0.14729,0.19044,0.41952,0.37514,corporate,0.40760,2025
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.16873,0.22858,0.15236,0.18946,0.42390,0.37885,corporate,0.36896,2025
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.28849,0.17015,0.08356,0.10641,0.38026,0.32844,corporate,0.64671,2025
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.24370,0.18140,0.09966,0.13747,0.38866,0.34024,corporate,0.56904,2025
8,Construction,167674309864.62842,2300,Construction,-0.16508,0.22322,0.14809,0.19199,0.41989,0.37573,corporate,0.44228,2025
9,Educational services,321852356259.17963,6100,Educational services,-0.14629,0.24504,0.16924,0.20503,0.43619,0.39123,corporate,0.42219,2025
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.18064,0.21108,0.13468,0.18120,0.41083,0.36590,corporate,0.62977,2025
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.11600,0.25955,0.18702,0.22603,0.44703,0.40426,corporate,0.32590,2025
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.13250,0.24449,0.17105,0.21459,0.43577,0.39255,corporate,0.51756,2025
