,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.26862,0.17209,0.08942,0.22396,0.17209,0.18139,non-corporate,0.62207,2023
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.19907,0.20326,0.12677,0.26651,0.20326,0.21497,non-corporate,0.41069,2023
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.23584,0.18264,0.10340,0.24402,0.18264,0.19396,non-corporate,0.54015,2023
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.18394,0.21153,0.13628,0.27577,0.21153,0.22352,non-corporate,0.37789,2023
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.19912,0.20141,0.12510,0.26648,0.20141,0.21347,non-corporate,0.44397,2023
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.22794,0.18766,0.10889,0.24885,0.18766,0.19890,non-corporate,0.48300,2023
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.42762,0.06339,-0.02904,0.12671,0.06339,0.07490,non-corporate,0.89042,2023
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.30427,0.14181,0.05768,0.20216,0.14181,0.15286,non-corporate,0.59868,2023
106,Support activities for mining,25044165259.49403,2130,Mining,-0.37479,0.09445,0.00582,0.15902,0.09445,0.10624,non-corporate,0.82571,2023
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.25058,0.17947,0.09813,0.23500,0.17947,0.18923,non-corporate,0.50210,2023
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.23002,0.18542,0.10644,0.24758,0.18542,0.19670,non-corporate,0.55664,2023
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.33193,0.13349,0.04637,0.18524,0.13349,0.14269,non-corporate,0.71184,2023
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.31941,0.14201,0.05572,0.19290,0.14201,0.15109,non-corporate,0.67573,2023
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.17877,0.22924,0.15277,0.27893,0.22924,0.23834,non-corporate,0.09621,2023
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.37310,0.09388,0.00561,0.16005,0.09388,0.10605,non-corporate,0.84425,2023
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.14025,0.23710,0.16503,0.30249,0.23710,0.24936,non-corporate,0.22836,2023
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.36413,0.10257,0.01441,0.16554,0.10257,0.11396,non-corporate,0.79020,2023
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.44176,0.05973,-0.03439,0.11805,0.05973,0.07009,non-corporate,0.85892,2023
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.36142,0.10399,0.01603,0.16720,0.10399,0.11542,non-corporate,0.79215,2023
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.32896,0.12135,0.03608,0.18705,0.12135,0.13344,non-corporate,0.76250,2023
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.26393,0.16435,0.08301,0.22683,0.16435,0.17563,non-corporate,0.61849,2023
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.43753,0.05843,-0.03486,0.12064,0.05843,0.06967,non-corporate,0.89395,2023
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.34239,0.11797,0.03107,0.17884,0.11797,0.12894,non-corporate,0.72340,2023
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.20267,0.20517,0.12769,0.26431,0.20517,0.21580,non-corporate,0.43372,2023
122,Utilities,110848021471.32501,2200,Utilities,-0.41550,0.07434,-0.01783,0.13412,0.07434,0.08498,non-corporate,0.84086,2023
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.13389,0.23770,0.16658,0.30638,0.23770,0.25076,non-corporate,0.21113,2023
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.08114,0.19316,0.13514,0.22246,0.28891,0.27467,corporate,0.29439,2023
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.18085,0.12294,0.05883,0.15075,0.22702,0.21067,corporate,0.67438,2023
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.13469,0.15223,0.09162,0.18395,0.25284,0.23817,corporate,0.43389,2023
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.20415,0.11201,0.04575,0.13400,0.21739,0.19970,corporate,0.62504,2023
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.13243,0.15442,0.09360,0.18557,0.25477,0.23982,corporate,0.57322,2023
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.12256,0.16495,0.10400,0.19267,0.26404,0.24855,corporate,0.49081,2023
132,Information,1889701924722.87842,,Information,-0.25535,0.07862,0.00885,0.09717,0.18796,0.16875,corporate,0.78771,2023
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.09597,0.18459,0.12530,0.21179,0.28136,0.26641,corporate,0.39304,2023
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.14426,0.14905,0.08713,0.17706,0.25003,0.23440,corporate,0.54025,2023
135,Mining,1516828156663.24072,,Mining,-0.25989,0.06415,-0.00417,0.09391,0.17521,0.15783,corporate,0.85550,2023
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.13232,0.16024,0.09835,0.18565,0.25989,0.24381,corporate,0.47121,2023
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.19674,0.11863,0.05252,0.13932,0.22323,0.20537,corporate,0.69017,2023
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.08840,0.19361,0.13441,0.21724,0.28930,0.27405,corporate,0.16211,2023
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.23989,0.07990,0.01244,0.10829,0.18909,0.17176,corporate,0.79568,2023
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.17766,0.22052,0.14495,0.27961,0.22052,0.23131,non-corporate,0.33370,2023
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.30472,0.14209,0.05773,0.20188,0.14209,0.15290,non-corporate,0.68751,2023
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.22850,0.18889,0.11011,0.24851,0.18889,0.19999,non-corporate,0.34765,2023
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.34210,0.12622,0.03859,0.17902,0.12622,0.13569,non-corporate,0.64366,2023
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.19682,0.20999,0.13304,0.26789,0.20999,0.22061,non-corporate,0.34336,2023
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.23403,0.18734,0.10744,0.24512,0.18734,0.19759,non-corporate,0.50580,2023
151,Information,167179370661.11032,,Information,-0.39871,0.09367,0.00189,0.14439,0.09367,0.10270,non-corporate,0.77925,2023
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.19806,0.21006,0.13279,0.26713,0.21006,0.22038,non-corporate,0.41301,2023
153,Manufacturing,649562708068.65234,,Manufacturing,-0.24388,0.17826,0.09833,0.23910,0.17826,0.18940,non-corporate,0.52005,2023
154,Mining,317661770013.00690,,Mining,-0.40555,0.07719,-0.01374,0.14020,0.07719,0.08865,non-corporate,0.84623,2023
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.25058,0.17947,0.09813,0.23500,0.17947,0.18923,non-corporate,0.50210,2023
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.32178,0.13883,0.05250,0.19144,0.13883,0.14820,non-corporate,0.69540,2023
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.18179,0.22715,0.15050,0.27708,0.22715,0.23630,non-corporate,0.10973,2023
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.37317,0.09845,0.00950,0.16001,0.09845,0.10955,non-corporate,0.78551,2023
162,Overall,20307631130712.19531,,Overall,-0.15565,0.14119,0.07857,0.16887,0.24311,0.22722,corporate,0.53775,2023
163,Overall,17036588869287.80469,,Overall,-0.20367,0.21013,0.13229,0.26369,0.21013,0.21993,non-corporate,0.24993,2023
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.06293,0.20696,0.14991,0.23622,0.30121,0.28731,corporate,0.20502,2024
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.09610,0.18070,0.12198,0.21239,0.27807,0.26389,corporate,0.41245,2024
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.14754,0.14521,0.08324,0.17543,0.24680,0.23141,corporate,0.66719,2024
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.17236,0.12985,0.06592,0.15760,0.23326,0.21689,corporate,0.61065,2024
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.11818,0.16386,0.10414,0.19652,0.26323,0.24893,corporate,0.40650,2024
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.11754,0.16844,0.10816,0.19699,0.26727,0.25230,corporate,0.36788,2024
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.20795,0.11709,0.04937,0.13202,0.22202,0.20302,corporate,0.64414,2024
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.16939,0.13152,0.06800,0.15973,0.23474,0.21863,corporate,0.56740,2024
8,Construction,167674309864.62842,2300,Construction,-0.11708,0.16411,0.10457,0.19732,0.26345,0.24929,corporate,0.44110,2024
9,Educational services,321852356259.17963,6100,Educational services,-0.10390,0.18072,0.12040,0.20679,0.27809,0.26256,corporate,0.41821,2024
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.12969,0.15416,0.09377,0.18825,0.25468,0.24024,corporate,0.62706,2024
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.08326,0.19229,0.13402,0.22162,0.28829,0.27399,corporate,0.32367,2024
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.09864,0.17911,0.12012,0.21057,0.27667,0.26233,corporate,0.51435,2024
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06201,0.20748,0.15034,0.23689,0.30167,0.28767,corporate,0.25432,2024
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.11902,0.16396,0.10379,0.19593,0.26332,0.24864,corporate,0.55450,2024
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.10980,0.17480,0.11443,0.20255,0.27287,0.25756,corporate,0.45224,2024
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.10973,0.17348,0.11331,0.20260,0.27171,0.25662,corporate,0.47947,2024
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.11055,0.17198,0.11200,0.20201,0.27039,0.25552,corporate,0.47338,2024
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.19788,0.12611,0.05885,0.13926,0.22996,0.21097,corporate,0.64879,2024
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.26309,0.09131,0.01879,0.09240,0.19931,0.17737,corporate,0.74262,2024
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.22021,0.09921,0.03189,0.12321,0.20627,0.18836,corporate,0.75649,2024
21,Information and data processing services,118194411065.82817,5140,Information,-0.18432,0.12673,0.06139,0.14900,0.23052,0.21309,corporate,0.76631,2024
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.08943,0.18886,0.12999,0.21719,0.28526,0.27060,corporate,0.38791,2024
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.10447,0.17136,0.11273,0.20638,0.26984,0.25614,corporate,0.46875,2024
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.09283,0.17899,0.12107,0.21474,0.27656,0.26313,corporate,0.47435,2024
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.06029,0.20066,0.14504,0.23812,0.29566,0.28322,corporate,0.31319,2024
26,Wood products,45996624948.83839,3210,Manufacturing,-0.08762,0.18401,0.12629,0.21849,0.28099,0.26750,corporate,0.39655,2024
27,Paper products,129541595783.22841,3220,Manufacturing,-0.13496,0.15152,0.09072,0.18447,0.25236,0.23768,corporate,0.57461,2024
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.13715,0.15030,0.08928,0.18289,0.25128,0.23647,corporate,0.60670,2024
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.10016,0.17851,0.11962,0.20948,0.27614,0.26191,corporate,0.34279,2024
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.19479,0.11951,0.05339,0.14148,0.22416,0.20638,corporate,0.63885,2024
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.12646,0.15701,0.09683,0.19058,0.25719,0.24281,corporate,0.54454,2024
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.10729,0.17267,0.11341,0.20435,0.27099,0.25670,corporate,0.41520,2024
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.10726,0.16830,0.10964,0.20437,0.26714,0.25355,corporate,0.50130,2024
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.11821,0.16115,0.10175,0.19650,0.26085,0.24693,corporate,0.53615,2024
35,Machinery,272319888399.54382,3330,Manufacturing,-0.12603,0.15904,0.09863,0.19088,0.25899,0.24431,corporate,0.52438,2024
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.15225,0.15164,0.08793,0.17205,0.25246,0.23534,corporate,0.61552,2024
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.10480,0.17434,0.11519,0.20614,0.27247,0.25819,corporate,0.43501,2024
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.12672,0.16048,0.09978,0.19039,0.26025,0.24527,corporate,0.55688,2024
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.09621,0.17953,0.12110,0.21232,0.27704,0.26315,corporate,0.41662,2024
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.09684,0.17745,0.11916,0.21186,0.27521,0.26152,corporate,0.44886,2024
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.12992,0.15922,0.09811,0.18809,0.25915,0.24388,corporate,0.50977,2024
